ws_id,dem_min,dem_max,dem_mean,dem_std,dem_median,acc_min,acc_max,acc_mean,acc_std,acc_median,slope_mean_deg,slope_p90_deg,pct_slope_gt_15,pct_slope_gt_30,relief_m
96,553.0,4193.0,2479.0832972196245,838.6642955059541,2701.0,1.0,42290.0,180.1148644025272,1982.9455114635305,3.0,23.96720400063864,35.68047485351563,82.71787970713683,25.29936363843715,3640.0
97,819.0,4639.0,2574.3275101251284,635.5484477103697,2577.0,1.0,16096.0,131.56078099498276,1131.8679422909163,3.0,29.11110439460799,39.59198837280274,93.56223175965665,48.29837393459469,3820.0
98,588.0,4052.0,2420.750893589113,716.4361945270741,2525.0,1.0,58305.0,223.2849647483194,2660.7827573982363,3.0,22.32210608296442,34.53236389160156,77.59140842761109,19.788489916379735,3464.0
99,558.0,3820.0,1721.8535250436378,627.3027420705565,1682.0,1.0,1267050.0,7796.676222596964,95898.99115612068,4.0,25.716208470163604,36.04631805419922,89.76657495340375,31.114464069110383,3262.0
100,535.0,3623.0,1833.1539952295768,647.7774893810348,1798.0,1.0,854201.0,4260.457637646591,58939.21418519449,4.0,25.153343023255815,36.29218673706055,85.45766249254622,31.59660107334526,3088.0
101,519.0,3079.0,1518.808181096108,487.5993505892415,1473.0,1.0,917129.0,2391.9241461477363,38013.34217889748,3.0,28.06060944532698,38.02875595092773,91.11728885358751,45.671167593328036,2560.0
102,1948.0,4256.0,3076.076386890488,454.18617593938654,3076.0,1.0,102178.0,798.2201758593126,8199.736298331189,4.0,21.81781574740208,31.961977005004883,80.95283772981615,14.874500399680258,2308.0
103,1943.0,4445.0,2925.455449584332,522.1894674308468,2871.0,1.0,342869.0,2496.8408221553527,28469.632673641067,4.0,22.21291662416484,32.80932006835938,80.50696179935737,16.779721528025703,2502.0
104,716.0,4714.0,2243.965758636433,739.8194884960927,2117.0,1.0,25456.0,180.82719525186425,1656.3942348979506,4.0,27.297978332826055,38.425265884399415,90.2830619388221,39.605843859382134,3998.0
105,476.0,4709.0,2504.8101177176777,856.2189704906266,2466.0,1.0,977958.0,334.78594057424885,9818.382222915903,4.0,29.17817095741488,40.706341171264654,91.47630639943975,49.61483309434088,4233.0
106,1928.0,4693.0,3502.1187205106858,671.499435651922,3550.0,1.0,13960.0,139.13676103247295,1085.1358433222408,3.0,23.268777754648905,36.643470764160156,76.17263391618097,27.95587010824313,2765.0
107,881.0,4465.0,2703.392899824253,770.8368160987629,2666.0,1.0,323872.0,156.17370826010546,2925.3190260193232,4.0,25.996641036906855,37.18445739746094,89.82776801405976,30.425307557117748,3584.0
